,index,Rating,car_year,brand_name,date,review,review for sentiment analysis,sentiment score,relative sentiments
1026,8777,2.0,2016,Lexus,2016-08-09,transmission issue 've es december miles.love past july starting weird sound taking traffic stop light accelerated made loud thump speed diminished make go hr started make thump sound traction control came made sound long story short got tow dealership made analysis turn transmission according consumer hot line dealership cover refurbished transmission right know paying drivable going forth get transmission big headache going see outcome,"['transmission', 'issue', ""'ve"", 'es', 'december', 'miles.love', 'past', 'july', 'starting', 'weird', 'sound', 'taking', 'traffic', 'stop', 'light', 'accelerated', 'made', 'loud', 'thump', 'speed', 'diminished', 'make', 'go', 'hr', 'started', 'make', 'thump', 'sound', 'traction', 'control', 'came', 'made', 'sound', 'long', 'story', 'short', 'got', 'tow', 'dealership', 'made', 'analysis', 'turn', 'transmission', 'according', 'consumer', 'hot', 'line', 'dealership', 'cover', 'refurbished', 'transmission', 'right', 'know', 'paying', 'drivable', 'going', 'forth', 'get', 'transmission', 'big', 'headache', 'going', 'see', 'outcome']","{'neg': 0.059, 'neu': 0.941, 'pos': 0.0, 'compound': -0.4404}",negative
1027,8783,4.0,2016,Lexus,2016-07-20,looking exterior compare past es350,"['looking', 'exterior', 'compare', 'past', 'es350']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
1028,8790,1.0,2016,Lexus,2016-04-16,es hvac system temperature reached setting number auto deg cold air start blow face head recognized problem fix,"['es', 'hvac', 'system', 'temperature', 'reached', 'setting', 'number', 'auto', 'deg', 'cold', 'air', 'start', 'blow', 'face', 'head', 'recognized', 'problem', 'fix']","{'neg': 0.132, 'neu': 0.735, 'pos': 0.132, 'compound': -0.25}",negative
1029,8797,4.0,2016,Lexus,2016-01-26,best driving month changing a6 model es give comfort convenience star bit unsturdy lower body highway driving lot stuff mobile connection user interface user instance 's hard control navigation 's navi button panel order go nav lease step need use fake mouse es provides map crappy voice recognition need lot improvement compared german car default speaker acceptable radio station hd radio option sound inaudible folding side mirror design fault big sized es.its gas small allows go upto full know sound bit harsh impression es350,"['best', 'driving', 'month', 'changing', 'a6', 'model', 'es', 'give', 'comfort', 'convenience', 'star', 'bit', 'unsturdy', 'lower', 'body', 'highway', 'driving', 'lot', 'stuff', 'mobile', 'connection', 'user', 'interface', 'user', 'instance', ""'s"", 'hard', 'control', 'navigation', ""'s"", 'navi', 'button', 'panel', 'order', 'go', 'nav', 'lease', 'step', 'need', 'use', 'fake', 'mouse', 'es', 'provides', 'map', 'crappy', 'voice', 'recognition', 'need', 'lot', 'improvement', 'compared', 'german', 'car', 'default', 'speaker', 'acceptable', 'radio', 'station', 'hd', 'radio', 'option', 'sound', 'inaudible', 'folding', 'side', 'mirror', 'design', 'fault', 'big', 'sized', 'es.its', 'gas', 'small', 'allows', 'go', 'upto', 'full', 'know', 'sound', 'bit', 'harsh', 'impression', 'es350']","{'neg': 0.155, 'neu': 0.71, 'pos': 0.135, 'compound': -0.25}",negative
1030,8798,3.0,2016,Lexus,2016-01-23,unhappy rides owned expect comfort seat hard noise inside bad dissatisfied ride comfort noise mine ride tad husband dodge know happened quality unhappy es350 big mistake sure simple enough tell uncomfortable going trusted buying high end quality known looking earlier used sell hate fallen cheap routine leather seat want sport want comfortable displeased recommend person want sport rcar,"['unhappy', 'rides', 'owned', 'expect', 'comfort', 'seat', 'hard', 'noise', 'inside', 'bad', 'dissatisfied', 'ride', 'comfort', 'noise', 'mine', 'ride', 'tad', 'husband', 'dodge', 'know', 'happened', 'quality', 'unhappy', 'es350', 'big', 'mistake', 'sure', 'simple', 'enough', 'tell', 'uncomfortable', 'going', 'trusted', 'buying', 'high', 'end', 'quality', 'known', 'looking', 'earlier', 'used', 'sell', 'hate', 'fallen', 'cheap', 'routine', 'leather', 'seat', 'want', 'sport', 'want', 'comfortable', 'displeased', 'recommend', 'person', 'want', 'sport', 'rcar']","{'neg': 0.315, 'neu': 0.452, 'pos': 0.233, 'compound': -0.8442}",negative
1031,8823,3.75,2011,Lexus,2011-02-11,falling biggest disappointment avrg mpg flat street highway south florida close sticker mpg center arm rest difficult slide open phone ipod connection center console side mirror point ground reverse making impossible see approaching car obstacle side ground space hide place object last es350 owned year seems 'm driving old inconvenience added mats thinner match carpet color incomplete dash carpet,"['falling', 'biggest', 'disappointment', 'avrg', 'mpg', 'flat', 'street', 'highway', 'south', 'florida', 'close', 'sticker', 'mpg', 'center', 'arm', 'rest', 'difficult', 'slide', 'open', 'phone', 'ipod', 'connection', 'center', 'console', 'side', 'mirror', 'point', 'ground', 'reverse', 'making', 'impossible', 'see', 'approaching', 'car', 'obstacle', 'side', 'ground', 'space', 'hide', 'place', 'object', 'last', 'es350', 'owned', 'year', 'seems', ""'m"", 'driving', 'old', 'inconvenience', 'added', 'mats', 'thinner', 'match', 'carpet', 'color', 'incomplete', 'dash', 'carpet']","{'neg': 0.21, 'neu': 0.79, 'pos': 0.0, 'compound': -0.9022}",negative
1032,8835,2.0,2014,Lexus,2016-06-14,poor ride noisy cheap finishes 're expecting quiet smooth ride older model forget last 've cheapened close door sound tin disappointed air cooling ventilated front seat fix poor use feel,"['poor', 'ride', 'noisy', 'cheap', 'finishes', ""'re"", 'expecting', 'quiet', 'smooth', 'ride', 'older', 'model', 'forget', 'last', ""'ve"", 'cheapened', 'close', 'door', 'sound', 'tin', 'disappointed', 'air', 'cooling', 'ventilated', 'front', 'seat', 'fix', 'poor', 'use', 'feel']","{'neg': 0.34, 'neu': 0.66, 'pos': 0.0, 'compound': -0.8979}",negative
1033,8842,3.0,2014,Lexus,2014-11-08,integrated collection feature moved g20 es upgrade dimension add lot feature g20 felt designed everything want es feel integrated list feature kind way bad software done advertised ninety feature checkbox b support c trying use b c drive mad * e.g rest moved daylight saving time navigation summer time show correct current time estimated time arrival hour * navigation horrible voice command exercise despair able find nearest dealership * radio satellite everything feel designed make listening plain old fm station inconvenient possible forcing buy sattelite subscription * driver seat memory get seat setting start es following move seat make vertical trying hit head roof press chest steering wheel move back-and-down roof steering wheel kill * beep find something leaving sunroof raised sunny day opening door wrong order anything sleeping impossible leave waking radar cruise control keep distance front works perfect long stretch straight highway mountain turn everybody slows radar loses front due curve think clear start accelerating sharp turn could use signal steering wheel understand time accelerate slapped feature radar designed third party integrate stuff * radar supposed stop case potential frontal collision government data show efficient seems problem many car e.g active recall radar causing breaking rare scenario.there ton feature start using find garbage done real thought usability comfort.on hand drive reasonable compromise comfort drivability traction control spent bit money usability engineering making sure feature spend money stuffing many feature possible,"['integrated', 'collection', 'feature', 'moved', 'g20', 'es', 'upgrade', 'dimension', 'add', 'lot', 'feature', 'g20', 'felt', 'designed', 'everything', 'want', 'es', 'feel', 'integrated', 'list', 'feature', 'kind', 'way', 'bad', 'software', 'done', 'advertised', 'ninety', 'feature', 'checkbox', 'b', 'support', 'c', 'trying', 'use', 'b', 'c', 'drive', 'mad', '*', 'e.g', 'rest', 'moved', 'daylight', 'saving', 'time', 'navigation', 'summer', 'time', 'show', 'correct', 'current', 'time', 'estimated', 'time', 'arrival', 'hour', '*', 'navigation', 'horrible', 'voice', 'command', 'exercise', 'despair', 'able', 'find', 'nearest', 'dealership', '*', 'radio', 'satellite', 'everything', 'feel', 'designed', 'make', 'listening', 'plain', 'old', 'fm', 'station', 'inconvenient', 'possible', 'forcing', 'buy', 'sattelite', 'subscription', '*', 'driver', 'seat', 'memory', 'get', 'seat', 'setting', 'start', 'es', 'following', 'move', 'seat', 'make', 'vertical', 'trying', 'hit', 'head', 'roof', 'press', 'chest', 'steering', 'wheel', 'move', 'back-and-down', 'roof', 'steering', 'wheel', 'kill', '*', 'beep', 'find', 'something', 'leaving', 'sunroof', 'raised', 'sunny', 'day', 'opening', 'door', 'wrong', 'order', 'anything', 'sleeping', 'impossible', 'leave', 'waking', 'radar', 'cruise', 'control', 'keep', 'distance', 'front', 'works', 'perfect', 'long', 'stretch', 'straight', 'highway', 'mountain', 'turn', 'everybody', 'slows', 'radar', 'loses', 'front', 'due', 'curve', 'think', 'clear', 'start', 'accelerating', 'sharp', 'turn', 'could', 'use', 'signal', 'steering', 'wheel', 'understand', 'time', 'accelerate', 'slapped', 'feature', 'radar', 'designed', 'third', 'party', 'integrate', 'stuff', '*', 'radar', 'supposed', 'stop', 'case', 'potential', 'frontal', 'collision', 'government', 'data', 'show', 'efficient', 'seems', 'problem', 'many', 'car', 'e.g', 'active', 'recall', 'radar', 'causing', 'breaking', 'rare', 'scenario.there', 'ton', 'feature', 'start', 'using', 'find', 'garbage', 'done', 'real', 'thought', 'usability', 'comfort.on', 'hand', 'drive', 'reasonable', 'compromise', 'comfort', 'drivability', 'traction', 'control', 'spent', 'bit', 'money', 'usability', 'engineering', 'making', 'sure', 'feature', 'spend', 'money', 'stuffing', 'many', 'feature', 'possible']","{'neg': 0.127, 'neu': 0.743, 'pos': 0.13, 'compound': 0.0}",neutral
1034,8843,4.0,2014,Lexus,2014-08-05,previous es car current es350 father bad owed car meet previous expectation drive rav4 performance ride soft cushiony previous car feel bump back road road paved reason disappointed overall quiet plenty power slight delay remember inline guess engineer got ls engineer gave car ride tried drove drove buick lacrosse buick drive old es350 go,"['previous', 'es', 'car', 'current', 'es350', 'father', 'bad', 'owed', 'car', 'meet', 'previous', 'expectation', 'drive', 'rav4', 'performance', 'ride', 'soft', 'cushiony', 'previous', 'car', 'feel', 'bump', 'back', 'road', 'road', 'paved', 'reason', 'disappointed', 'overall', 'quiet', 'plenty', 'power', 'slight', 'delay', 'remember', 'inline', 'guess', 'engineer', 'got', 'ls', 'engineer', 'gave', 'car', 'ride', 'tried', 'drove', 'drove', 'buick', 'lacrosse', 'buick', 'drive', 'old', 'es350', 'go']","{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.836}",negative
1035,8844,3.5,2014,Lexus,2014-07-27,disappointed owning es ultra luxury package month disappointed several rattle developed door dashboard sunroof washing water accumulates rear taillight overall 'm dissatisfied build quality es,"['disappointed', 'owning', 'es', 'ultra', 'luxury', 'package', 'month', 'disappointed', 'several', 'rattle', 'developed', 'door', 'dashboard', 'sunroof', 'washing', 'water', 'accumulates', 'rear', 'taillight', 'overall', ""'m"", 'dissatisfied', 'build', 'quality', 'es']","{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.8316}",negative
1036,8846,3.0,2014,Lexus,2014-05-24,transmission problem owning loving es300 many year purchased es350 bothered transmission problems.if foot gas coast mph downshift feel foot brake.continuing coast point upshifts feel 've put foot onthe gas.my dealer acknowledged behaves 've described told way designed operate.they told way drive purchased it.i wish warned possible transmission issue researched edmunds.now find annoyed acceleration stand low speed hesitates time behaving stalled time trouble accelerating move second start accelerating way,"['transmission', 'problem', 'owning', 'loving', 'es300', 'many', 'year', 'purchased', 'es350', 'bothered', 'transmission', 'problems.if', 'foot', 'gas', 'coast', 'mph', 'downshift', 'feel', 'foot', 'brake.continuing', 'coast', 'point', 'upshifts', 'feel', ""'ve"", 'put', 'foot', 'onthe', 'gas.my', 'dealer', 'acknowledged', 'behaves', ""'ve"", 'described', 'told', 'way', 'designed', 'operate.they', 'told', 'way', 'drive', 'purchased', 'it.i', 'wish', 'warned', 'possible', 'transmission', 'issue', 'researched', 'edmunds.now', 'find', 'annoyed', 'acceleration', 'stand', 'low', 'speed', 'hesitates', 'time', 'behaving', 'stalled', 'time', 'trouble', 'accelerating', 'move', 'second', 'start', 'accelerating', 'way']","{'neg': 0.224, 'neu': 0.696, 'pos': 0.079, 'compound': -0.8442}",negative
1037,8862,2.375,2010,Lexus,2010-10-08,disappointment aug owned es350s first totaled flood week purchase drove happy replaced cabin shook day drove demo es350s steering vibration worse taking dealer time found brand fix-a-flat tire tire steering shake cabin vibrates demo loaner drove cabin vibration speed bad engineering flaw disappointed known best,"['disappointment', 'aug', 'owned', 'es350s', 'first', 'totaled', 'flood', 'week', 'purchase', 'drove', 'happy', 'replaced', 'cabin', 'shook', 'day', 'drove', 'demo', 'es350s', 'steering', 'vibration', 'worse', 'taking', 'dealer', 'time', 'found', 'brand', 'fix-a-flat', 'tire', 'tire', 'steering', 'shake', 'cabin', 'vibrates', 'demo', 'loaner', 'drove', 'cabin', 'vibration', 'speed', 'bad', 'engineering', 'flaw', 'disappointed', 'known', 'best']","{'neg': 0.264, 'neu': 0.607, 'pos': 0.13, 'compound': -0.7351}",negative
1038,8883,3.125,2010,Lexus,2010-03-05,brakes brakes traveling mph braked light went front brake connect hitting front stopped said fault careful anyone similar problem,"['brakes', 'brakes', 'traveling', 'mph', 'braked', 'light', 'went', 'front', 'brake', 'connect', 'hitting', 'front', 'stopped', 'said', 'fault', 'careful', 'anyone', 'similar', 'problem']","{'neg': 0.305, 'neu': 0.628, 'pos': 0.067, 'compound': -0.6908}",negative
1039,8892,3.75,2010,Lexus,2009-11-17,cautious interiors nice caution anyone look buying look plastic cabin wood steering wheel corner cut regard quality let alone buyer look interior door provide leather fake leather trim call high tech cheap plastic plastic put interior door show wear tear 's coming careful year,"['cautious', 'interiors', 'nice', 'caution', 'anyone', 'look', 'buying', 'look', 'plastic', 'cabin', 'wood', 'steering', 'wheel', 'corner', 'cut', 'regard', 'quality', 'let', 'alone', 'buyer', 'look', 'interior', 'door', 'provide', 'leather', 'fake', 'leather', 'trim', 'call', 'high', 'tech', 'cheap', 'plastic', 'plastic', 'put', 'interior', 'door', 'show', 'wear', 'tear', ""'s"", 'coming', 'careful', 'year']","{'neg': 0.169, 'neu': 0.745, 'pos': 0.086, 'compound': -0.4939}",negative
1040,8903,3.0,2013,Lexus,2016-12-09,relentless pursuit excellence driven decade first ride first got ever needed repair maintenance however latest es350 major disappointment ride noisy normal conversation difficult due low profile tire understand replacing rim change tire size higher profile tire purchase inclined buy choose buy rim control climate concentrating screen accident waiting happen spot huge degree outlook driver side useless want rely bsm spot monitor help nothing trying enter traffic angle accident waiting happen monitoring traffic driver left shoulder due blind spot opening closing trunk real pain hand full warm/cool seat mileage ok. navigation system useless period guess 'm used iphone,"['relentless', 'pursuit', 'excellence', 'driven', 'decade', 'first', 'ride', 'first', 'got', 'ever', 'needed', 'repair', 'maintenance', 'however', 'latest', 'es350', 'major', 'disappointment', 'ride', 'noisy', 'normal', 'conversation', 'difficult', 'due', 'low', 'profile', 'tire', 'understand', 'replacing', 'rim', 'change', 'tire', 'size', 'higher', 'profile', 'tire', 'purchase', 'inclined', 'buy', 'choose', 'buy', 'rim', 'control', 'climate', 'concentrating', 'screen', 'accident', 'waiting', 'happen', 'spot', 'huge', 'degree', 'outlook', 'driver', 'side', 'useless', 'want', 'rely', 'bsm', 'spot', 'monitor', 'help', 'nothing', 'trying', 'enter', 'traffic', 'angle', 'accident', 'waiting', 'happen', 'monitoring', 'traffic', 'driver', 'left', 'shoulder', 'due', 'blind', 'spot', 'opening', 'closing', 'trunk', 'real', 'pain', 'hand', 'full', 'warm/cool', 'seat', 'mileage', 'ok.', 'navigation', 'system', 'useless', 'period', 'guess', ""'m"", 'used', 'iphone']","{'neg': 0.22, 'neu': 0.643, 'pos': 0.137, 'compound': -0.886}",negative
